,03-16
1881,-13.4
1882,-0.8
1883,-16.0
1884,-2.9
1885,-16.6
1886,-11.8
1887,-15.2
1888,-16.9
1889,-22.7
1890,1.2
1891,0.1
1892,-3.5
1893,0.7
1894,-0.1
1895,-3.6
1896,-10.5
1897,-4.5
1898,-13.7
1899,-6.1
1900,-4.6
1901,-8.9
1902,-3.4
1903,-7.2
1904,-9.0
1905,-2.3
1906,-13.3
1907,-8.5
1908,-16.7
1909,-6.1
1910,-2.3
1911,-4.6
1912,-2.9
1913,-1.3
1914,-1.6
1915,-7.0
1916,-3.5
1917,-17.4
1918,-1.8
1919,-17.2
1920,-7.1
1921,-2.7
1922,-7.3
1923,-8.4
1924,-5.4
1925,-17.7
1926,-13.6
1927,-2.9
1928,-7.0
1929,-17.3
1930,-10.4
1931,-17.2
1932,-11.9
1933,0.3
1934,0.5
1935,-4.5
1936,0.5
1937,1.2
1938,1.1
1939,-10.1
1940,-19.1
1941,-13.5
1942,-29.1
1943,-1.6
1944,-5.6
1945,-14.8
1946,-11.3
1947,-14.3
1948,-14.3
1949,-3.0
1950,-21.0
1951,-11.7
1952,-14.4
1953,-5.6
1954,-3.8
1955,-3.2
1956,-10.8
1957,-21.7
1958,-3.2
1959,-4.7
1960,-7.6
1961,-1.8
1962,-14.9
1963,-17.3
1964,-3.0
1965,-1.1
1966,-18.1
1967,0.3
1968,-8.7
1969,-13.6
1970,-5.1
1971,-6.7
1972,-4.8
1973,-0.1
1974,-0.6
1975,3.3
1976,-11.5
1977,1.4
1978,-8.9
1979,-18.0
1980,-13.4
1981,-17.5
1982,1.1
1983,2.3
1984,-8.6
1985,-1.6
1986,-3.9
1987,-10.6
1988,-5.3
1989,1.6
1990,2.0
1991,-7.4
1992,-5.0
1993,1.1
1994,-1.2
1995,-1.9
1996,-2.9
1997,-4.3
1998,-16.9
1999,-10.5
2000,0.4
2001,-0.5
2002,-5.9
2003,-2.6
2004,1.6
2005,-15.5
2006,-13.0
2007,0.6
2008,-0.6
2009,-6.1
2010,-16.0
2011,-5.1
2012,-4.2
2013,-9.6
2014,
2015,
2016,-0.7
2017,
2018,-11.8
2019,
