,03-12
1881,-7.5
1882,-6.2
1883,-10.1
1884,-19.5
1885,-21.1
1886,-12.6
1887,-15.6
1888,-21.0
1889,-6.9
1890,-0.9
1891,-0.8
1892,-7.2
1893,-15.4
1894,-11.9
1895,-3.9
1896,-7.8
1897,-12.4
1898,-8.7
1899,-1.8
1900,-3.6
1901,-2.8
1902,-25.2
1903,-6.3
1904,-5.4
1905,-1.4
1906,-20.9
1907,-8.7
1908,-18.7
1909,-16.7
1910,0.7
1911,-3.6
1912,-4.3
1913,-4.5
1914,-9.3
1915,-7.5
1916,-6.0
1917,-18.5
1918,-7.6
1919,-1.2
1920,-4.4
1921,1.0
1922,-8.3
1923,-14.9
1924,-13.2
1925,-14.3
1926,-8.9
1927,-0.6
1928,-5.3
1929,-8.1
1930,-8.2
1931,-6.6
1932,-17.5
1933,-0.5
1934,-15.1
1935,-1.7
1936,0.1
1937,-10.7
1938,-8.3
1939,-12.9
1940,-17.1
1941,-15.0
1942,-26.6
1943,0.2
1944,-3.9
1945,-16.5
1946,-14.0
1947,-13.1
1948,-16.7
1949,-9.0
1950,-9.3
1951,-18.8
1952,-2.7
1953,-18.0
1954,-3.1
1955,-10.8
1956,-7.7
1957,-3.2
1958,-8.5
1959,-9.7
1960,-9.9
1961,0.4
1962,-7.6
1963,-9.7
1964,-11.3
1965,-6.4
1966,-10.3
1967,1.8
1968,-10.6
1969,-8.3
1970,-4.0
1971,-20.2
1972,-14.9
1973,-1.7
1974,0.2
1975,-1.8
1976,-11.6
1977,0.3
1978,-4.4
1979,-0.1
1980,-7.3
1981,-16.3
1982,-6.9
1983,-15.7
1984,-5.4
1985,-2.6
1986,-0.5
1987,-13.8
1988,-3.9
1989,0.5
1990,-3.5
1991,0.3
1992,2.9
1993,-11.3
1994,2.1
1995,-0.6
1996,-8.9
1997,0.6
1998,-17.1
1999,-5.7
2000,-5.6
2001,1.5
2002,-0.7
2003,2.2
2004,-7.3
2005,-14.2
2006,-14.4
2007,0.2
2008,1.9
2009,-4.7
2010,-6.3
2011,-4.0
2012,-0.5
2013,-14.7
2014,
2015,
2016,
2017,
2018,
2019,-6.9
