,01-26
1881,-3.8
1882,0.9
1883,-18.1
1884,-3.8
1885,-6.8
1886,-7.8
1887,1.2
1888,-19.5
1889,-10.3
1890,-12.6
1891,-11.2
1892,-33.4
1893,-15.5
1894,-0.8
1895,-12.2
1896,-14.9
1897,-1.3
1898,-20.8
1899,-3.0
1900,-4.7
1901,-0.4
1902,-1.4
1903,-18.7
1904,-0.1
1905,-4.6
1906,-12.5
1907,-9.4
1908,-7.4
1909,-10.4
1910,-17.2
1911,-6.0
1912,-22.0
1913,
1914,0.7
1915,
1916,-1.4
1917,-18.4
1918,0.4
1919,-5.2
1920,-24.7
1921,-12.3
1922,-11.8
1923,-5.4
1924,-28.9
1925,-5.0
1926,-3.5
1927,-7.5
1928,1.0
1929,-13.3
1930,0.0
1931,-14.9
1932,-2.1
1933,-2.8
1934,-0.5
1935,-5.7
1936,-10.4
1937,-13.9
1938,-8.9
1939,-5.9
1940,-7.2
1941,-30.1
1942,-27.3
1943,-17.9
1944,-1.1
1945,-20.5
1946,-9.8
1947,-16.0
1948,-5.6
1949,-8.3
1950,-9.0
1951,-9.0
1952,-5.8
1953,-20.8
1954,-24.4
1955,-8.4
1956,
1957,-2.8
1958,-6.5
1959,-11.7
1960,-2.7
1961,-10.8
1962,-9.8
1963,-19.5
1964,-17.7
1965,-6.6
1966,-21.0
1967,-18.6
1968,-11.8
1969,-25.1
1970,-14.0
1971,1.9
1972,-17.3
1973,-0.2
1974,-9.1
1975,-0.4
1976,-11.2
1977,-13.2
1978,-6.8
1979,-7.8
1980,-22.4
1981,-11.2
1982,-19.3
1983,0.8
1984,-3.2
1985,-27.5
1986,0.6
1987,-16.6
1988,-14.3
1989,-0.6
1990,0.7
1991,-10.4
1992,-3.6
1993,-10.9
1994,-5.9
1995,-0.1
1996,-17.4
1997,-12.4
1998,-2.4
1999,-17.5
2000,-19.8
2001,-4.7
2002,-10.7
2003,0.9
2004,-11.8
2005,-9.2
2006,-3.9
2007,-10.6
2008,0.0
2009,0.1
2010,-20.3
2011,-16.1
2012,-14.2
2013,-6.0
2014,
2015,
2016,-7.2
2017,-7.0
2018,
2019,
